DateKey,OrderYear,OrderMonth,OrderMonthName,OrderDay,Season,OrderQuarter
12/30/2017,2017,12,December,Saturday,Winter,Q4
12/31/2017,2017,12,December,Sunday,Winter,Q4
1/1/2018,2018,1,January,Monday,Winter,Q1
1/2/2018,2018,1,January,Tuesday,Winter,Q1
1/3/2018,2018,1,January,Wednesday,Winter,Q1
1/4/2018,2018,1,January,Thursday,Winter,Q1
1/5/2018,2018,1,January,Friday,Winter,Q1
1/6/2018,2018,1,January,Saturday,Winter,Q1
1/7/2018,2018,1,January,Sunday,Winter,Q1
1/8/2018,2018,1,January,Monday,Winter,Q1
1/9/2018,2018,1,January,Tuesday,Winter,Q1
1/10/2018,2018,1,January,Wednesday,Winter,Q1
1/11/2018,2018,1,January,Thursday,Winter,Q1
1/12/2018,2018,1,January,Friday,Winter,Q1
1/13/2018,2018,1,January,Saturday,Winter,Q1
1/14/2018,2018,1,January,Sunday,Winter,Q1
1/15/2018,2018,1,January,Monday,Winter,Q1
1/16/2018,2018,1,January,Tuesday,Winter,Q1
1/17/2018,2018,1,January,Wednesday,Winter,Q1
1/18/2018,2018,1,January,Thursday,Winter,Q1
1/19/2018,2018,1,January,Friday,Winter,Q1
1/20/2018,2018,1,January,Saturday,Winter,Q1
1/21/2018,2018,1,January,Sunday,Winter,Q1
1/22/2018,2018,1,January,Monday,Winter,Q1
1/23/2018,2018,1,January,Tuesday,Winter,Q1
1/24/2018,2018,1,January,Wednesday,Winter,Q1
1/25/2018,2018,1,January,Thursday,Winter,Q1
1/26/2018,2018,1,January,Friday,Winter,Q1
1/27/2018,2018,1,January,Saturday,Winter,Q1
1/28/2018,2018,1,January,Sunday,Winter,Q1
1/29/2018,2018,1,January,Monday,Winter,Q1
1/30/2018,2018,1,January,Tuesday,Winter,Q1
1/31/2018,2018,1,January,Wednesday,Winter,Q1
2/1/2018,2018,2,February,Thursday,Winter,Q1
2/2/2018,2018,2,February,Friday,Winter,Q1
2/3/2018,2018,2,February,Saturday,Winter,Q1
2/4/2018,2018,2,February,Sunday,Winter,Q1
2/5/2018,2018,2,February,Monday,Winter,Q1
2/6/2018,2018,2,February,Tuesday,Winter,Q1
2/7/2018,2018,2,February,Wednesday,Winter,Q1
2/8/2018,2018,2,February,Thursday,Winter,Q1
2/9/2018,2018,2,February,Friday,Winter,Q1
2/10/2018,2018,2,February,Saturday,Winter,Q1
2/11/2018,2018,2,February,Sunday,Winter,Q1
2/12/2018,2018,2,February,Monday,Winter,Q1
2/13/2018,2018,2,February,Tuesday,Winter,Q1
2/14/2018,2018,2,February,Wednesday,Winter,Q1
2/15/2018,2018,2,February,Thursday,Winter,Q1
2/16/2018,2018,2,February,Friday,Winter,Q1
2/17/2018,2018,2,February,Saturday,Winter,Q1
2/18/2018,2018,2,February,Sunday,Winter,Q1
2/19/2018,2018,2,February,Monday,Winter,Q1
2/20/2018,2018,2,February,Tuesday,Winter,Q1
2/21/2018,2018,2,February,Wednesday,Winter,Q1
2/22/2018,2018,2,February,Thursday,Winter,Q1
2/23/2018,2018,2,February,Friday,Winter,Q1
2/24/2018,2018,2,February,Saturday,Winter,Q1
2/25/2018,2018,2,February,Sunday,Winter,Q1
2/26/2018,2018,2,February,Monday,Winter,Q1
2/27/2018,2018,2,February,Tuesday,Winter,Q1
2/28/2018,2018,2,February,Wednesday,Winter,Q1
3/1/2018,2018,3,March,Thursday,Spring,Q1
3/2/2018,2018,3,March,Friday,Spring,Q1
3/3/2018,2018,3,March,Saturday,Spring,Q1
3/4/2018,2018,3,March,Sunday,Spring,Q1
3/5/2018,2018,3,March,Monday,Spring,Q1
3/6/2018,2018,3,March,Tuesday,Spring,Q1
3/7/2018,2018,3,March,Wednesday,Spring,Q1
3/8/2018,2018,3,March,Thursday,Spring,Q1
3/9/2018,2018,3,March,Friday,Spring,Q1
3/10/2018,2018,3,March,Saturday,Spring,Q1
3/11/2018,2018,3,March,Sunday,Spring,Q1
3/12/2018,2018,3,March,Monday,Spring,Q1
3/13/2018,2018,3,March,Tuesday,Spring,Q1
3/14/2018,2018,3,March,Wednesday,Spring,Q1
3/15/2018,2018,3,March,Thursday,Spring,Q1
3/16/2018,2018,3,March,Friday,Spring,Q1
3/17/2018,2018,3,March,Saturday,Spring,Q1
3/18/2018,2018,3,March,Sunday,Spring,Q1
3/19/2018,2018,3,March,Monday,Spring,Q1
3/20/2018,2018,3,March,Tuesday,Spring,Q1
3/21/2018,2018,3,March,Wednesday,Spring,Q1
3/22/2018,2018,3,March,Thursday,Spring,Q1
3/23/2018,2018,3,March,Friday,Spring,Q1
3/24/2018,2018,3,March,Saturday,Spring,Q1
3/25/2018,2018,3,March,Sunday,Spring,Q1
3/26/2018,2018,3,March,Monday,Spring,Q1
3/27/2018,2018,3,March,Tuesday,Spring,Q1
3/28/2018,2018,3,March,Wednesday,Spring,Q1
3/29/2018,2018,3,March,Thursday,Spring,Q1
3/30/2018,2018,3,March,Friday,Spring,Q1
3/31/2018,2018,3,March,Saturday,Spring,Q1
4/1/2018,2018,4,April,Sunday,Spring,Q2
4/2/2018,2018,4,April,Monday,Spring,Q2
4/3/2018,2018,4,April,Tuesday,Spring,Q2
4/4/2018,2018,4,April,Wednesday,Spring,Q2
4/5/2018,2018,4,April,Thursday,Spring,Q2
4/6/2018,2018,4,April,Friday,Spring,Q2
4/7/2018,2018,4,April,Saturday,Spring,Q2
4/8/2018,2018,4,April,Sunday,Spring,Q2
4/9/2018,2018,4,April,Monday,Spring,Q2
4/10/2018,2018,4,April,Tuesday,Spring,Q2
4/11/2018,2018,4,April,Wednesday,Spring,Q2
4/12/2018,2018,4,April,Thursday,Spring,Q2
4/13/2018,2018,4,April,Friday,Spring,Q2
4/14/2018,2018,4,April,Saturday,Spring,Q2
4/15/2018,2018,4,April,Sunday,Spring,Q2
4/16/2018,2018,4,April,Monday,Spring,Q2
4/17/2018,2018,4,April,Tuesday,Spring,Q2
4/18/2018,2018,4,April,Wednesday,Spring,Q2
4/19/2018,2018,4,April,Thursday,Spring,Q2
4/20/2018,2018,4,April,Friday,Spring,Q2
4/21/2018,2018,4,April,Saturday,Spring,Q2
4/22/2018,2018,4,April,Sunday,Spring,Q2
4/23/2018,2018,4,April,Monday,Spring,Q2
4/24/2018,2018,4,April,Tuesday,Spring,Q2
4/25/2018,2018,4,April,Wednesday,Spring,Q2
4/26/2018,2018,4,April,Thursday,Spring,Q2
4/27/2018,2018,4,April,Friday,Spring,Q2
4/28/2018,2018,4,April,Saturday,Spring,Q2
4/29/2018,2018,4,April,Sunday,Spring,Q2
4/30/2018,2018,4,April,Monday,Spring,Q2
5/1/2018,2018,5,May,Tuesday,Spring,Q2
5/2/2018,2018,5,May,Wednesday,Spring,Q2
5/3/2018,2018,5,May,Thursday,Spring,Q2
5/4/2018,2018,5,May,Friday,Spring,Q2
5/5/2018,2018,5,May,Saturday,Spring,Q2
5/6/2018,2018,5,May,Sunday,Spring,Q2
5/7/2018,2018,5,May,Monday,Spring,Q2
5/8/2018,2018,5,May,Tuesday,Spring,Q2
5/9/2018,2018,5,May,Wednesday,Spring,Q2
5/10/2018,2018,5,May,Thursday,Spring,Q2
5/11/2018,2018,5,May,Friday,Spring,Q2
5/12/2018,2018,5,May,Saturday,Spring,Q2
5/13/2018,2018,5,May,Sunday,Spring,Q2
5/14/2018,2018,5,May,Monday,Spring,Q2
5/15/2018,2018,5,May,Tuesday,Spring,Q2
5/16/2018,2018,5,May,Wednesday,Spring,Q2
5/17/2018,2018,5,May,Thursday,Spring,Q2
5/18/2018,2018,5,May,Friday,Spring,Q2
5/19/2018,2018,5,May,Saturday,Spring,Q2
5/20/2018,2018,5,May,Sunday,Spring,Q2
5/21/2018,2018,5,May,Monday,Spring,Q2
5/22/2018,2018,5,May,Tuesday,Spring,Q2
5/23/2018,2018,5,May,Wednesday,Spring,Q2
5/24/2018,2018,5,May,Thursday,Spring,Q2
5/25/2018,2018,5,May,Friday,Spring,Q2
5/26/2018,2018,5,May,Saturday,Spring,Q2
5/27/2018,2018,5,May,Sunday,Spring,Q2
5/28/2018,2018,5,May,Monday,Spring,Q2
5/29/2018,2018,5,May,Tuesday,Spring,Q2
5/30/2018,2018,5,May,Wednesday,Spring,Q2
5/31/2018,2018,5,May,Thursday,Spring,Q2
6/1/2018,2018,6,June,Friday,Summer,Q2
6/2/2018,2018,6,June,Saturday,Summer,Q2
6/3/2018,2018,6,June,Sunday,Summer,Q2
6/4/2018,2018,6,June,Monday,Summer,Q2
6/5/2018,2018,6,June,Tuesday,Summer,Q2
6/6/2018,2018,6,June,Wednesday,Summer,Q2
6/7/2018,2018,6,June,Thursday,Summer,Q2
6/8/2018,2018,6,June,Friday,Summer,Q2
6/9/2018,2018,6,June,Saturday,Summer,Q2
6/10/2018,2018,6,June,Sunday,Summer,Q2
6/11/2018,2018,6,June,Monday,Summer,Q2
6/12/2018,2018,6,June,Tuesday,Summer,Q2
6/13/2018,2018,6,June,Wednesday,Summer,Q2
6/14/2018,2018,6,June,Thursday,Summer,Q2
6/15/2018,2018,6,June,Friday,Summer,Q2
6/16/2018,2018,6,June,Saturday,Summer,Q2
6/17/2018,2018,6,June,Sunday,Summer,Q2
6/18/2018,2018,6,June,Monday,Summer,Q2
6/19/2018,2018,6,June,Tuesday,Summer,Q2
6/20/2018,2018,6,June,Wednesday,Summer,Q2
6/21/2018,2018,6,June,Thursday,Summer,Q2
6/22/2018,2018,6,June,Friday,Summer,Q2
6/23/2018,2018,6,June,Saturday,Summer,Q2
6/24/2018,2018,6,June,Sunday,Summer,Q2
6/25/2018,2018,6,June,Monday,Summer,Q2
6/26/2018,2018,6,June,Tuesday,Summer,Q2
6/27/2018,2018,6,June,Wednesday,Summer,Q2
6/28/2018,2018,6,June,Thursday,Summer,Q2
6/29/2018,2018,6,June,Friday,Summer,Q2
6/30/2018,2018,6,June,Saturday,Summer,Q2
7/1/2018,2018,7,July,Sunday,Summer,Q3
7/2/2018,2018,7,July,Monday,Summer,Q3
7/3/2018,2018,7,July,Tuesday,Summer,Q3
7/4/2018,2018,7,July,Wednesday,Summer,Q3
7/5/2018,2018,7,July,Thursday,Summer,Q3
7/6/2018,2018,7,July,Friday,Summer,Q3
7/7/2018,2018,7,July,Saturday,Summer,Q3
7/8/2018,2018,7,July,Sunday,Summer,Q3
7/9/2018,2018,7,July,Monday,Summer,Q3
7/10/2018,2018,7,July,Tuesday,Summer,Q3
7/11/2018,2018,7,July,Wednesday,Summer,Q3
7/12/2018,2018,7,July,Thursday,Summer,Q3
7/13/2018,2018,7,July,Friday,Summer,Q3
7/14/2018,2018,7,July,Saturday,Summer,Q3
7/15/2018,2018,7,July,Sunday,Summer,Q3
7/16/2018,2018,7,July,Monday,Summer,Q3
7/17/2018,2018,7,July,Tuesday,Summer,Q3
7/18/2018,2018,7,July,Wednesday,Summer,Q3
7/19/2018,2018,7,July,Thursday,Summer,Q3
7/20/2018,2018,7,July,Friday,Summer,Q3
7/21/2018,2018,7,July,Saturday,Summer,Q3
7/22/2018,2018,7,July,Sunday,Summer,Q3
7/23/2018,2018,7,July,Monday,Summer,Q3
7/24/2018,2018,7,July,Tuesday,Summer,Q3
7/25/2018,2018,7,July,Wednesday,Summer,Q3
7/26/2018,2018,7,July,Thursday,Summer,Q3
7/27/2018,2018,7,July,Friday,Summer,Q3
7/28/2018,2018,7,July,Saturday,Summer,Q3
7/29/2018,2018,7,July,Sunday,Summer,Q3
7/30/2018,2018,7,July,Monday,Summer,Q3
7/31/2018,2018,7,July,Tuesday,Summer,Q3
8/1/2018,2018,8,August,Wednesday,Summer,Q3
8/2/2018,2018,8,August,Thursday,Summer,Q3
8/3/2018,2018,8,August,Friday,Summer,Q3
8/4/2018,2018,8,August,Saturday,Summer,Q3
8/5/2018,2018,8,August,Sunday,Summer,Q3
8/6/2018,2018,8,August,Monday,Summer,Q3
8/7/2018,2018,8,August,Tuesday,Summer,Q3
8/8/2018,2018,8,August,Wednesday,Summer,Q3
8/9/2018,2018,8,August,Thursday,Summer,Q3
8/10/2018,2018,8,August,Friday,Summer,Q3
8/11/2018,2018,8,August,Saturday,Summer,Q3
8/12/2018,2018,8,August,Sunday,Summer,Q3
8/13/2018,2018,8,August,Monday,Summer,Q3
8/14/2018,2018,8,August,Tuesday,Summer,Q3
8/15/2018,2018,8,August,Wednesday,Summer,Q3
8/16/2018,2018,8,August,Thursday,Summer,Q3
8/17/2018,2018,8,August,Friday,Summer,Q3
8/18/2018,2018,8,August,Saturday,Summer,Q3
8/19/2018,2018,8,August,Sunday,Summer,Q3
8/20/2018,2018,8,August,Monday,Summer,Q3
8/21/2018,2018,8,August,Tuesday,Summer,Q3
8/22/2018,2018,8,August,Wednesday,Summer,Q3
8/23/2018,2018,8,August,Thursday,Summer,Q3
8/24/2018,2018,8,August,Friday,Summer,Q3
8/25/2018,2018,8,August,Saturday,Summer,Q3
8/26/2018,2018,8,August,Sunday,Summer,Q3
8/27/2018,2018,8,August,Monday,Summer,Q3
8/28/2018,2018,8,August,Tuesday,Summer,Q3
8/29/2018,2018,8,August,Wednesday,Summer,Q3
8/30/2018,2018,8,August,Thursday,Summer,Q3
8/31/2018,2018,8,August,Friday,Summer,Q3
9/1/2018,2018,9,September,Saturday,Fall,Q3
9/2/2018,2018,9,September,Sunday,Fall,Q3
9/3/2018,2018,9,September,Monday,Fall,Q3
9/4/2018,2018,9,September,Tuesday,Fall,Q3
9/5/2018,2018,9,September,Wednesday,Fall,Q3
9/6/2018,2018,9,September,Thursday,Fall,Q3
9/7/2018,2018,9,September,Friday,Fall,Q3
9/8/2018,2018,9,September,Saturday,Fall,Q3
9/9/2018,2018,9,September,Sunday,Fall,Q3
9/10/2018,2018,9,September,Monday,Fall,Q3
9/11/2018,2018,9,September,Tuesday,Fall,Q3
9/12/2018,2018,9,September,Wednesday,Fall,Q3
9/13/2018,2018,9,September,Thursday,Fall,Q3
9/14/2018,2018,9,September,Friday,Fall,Q3
9/15/2018,2018,9,September,Saturday,Fall,Q3
9/16/2018,2018,9,September,Sunday,Fall,Q3
9/17/2018,2018,9,September,Monday,Fall,Q3
9/18/2018,2018,9,September,Tuesday,Fall,Q3
9/19/2018,2018,9,September,Wednesday,Fall,Q3
9/20/2018,2018,9,September,Thursday,Fall,Q3
9/21/2018,2018,9,September,Friday,Fall,Q3
9/22/2018,2018,9,September,Saturday,Fall,Q3
9/23/2018,2018,9,September,Sunday,Fall,Q3
9/24/2018,2018,9,September,Monday,Fall,Q3
9/25/2018,2018,9,September,Tuesday,Fall,Q3
9/26/2018,2018,9,September,Wednesday,Fall,Q3
9/27/2018,2018,9,September,Thursday,Fall,Q3
9/28/2018,2018,9,September,Friday,Fall,Q3
9/29/2018,2018,9,September,Saturday,Fall,Q3
9/30/2018,2018,9,September,Sunday,Fall,Q3
10/1/2018,2018,10,October,Monday,Fall,Q4
10/2/2018,2018,10,October,Tuesday,Fall,Q4
10/3/2018,2018,10,October,Wednesday,Fall,Q4
10/4/2018,2018,10,October,Thursday,Fall,Q4
10/5/2018,2018,10,October,Friday,Fall,Q4
10/6/2018,2018,10,October,Saturday,Fall,Q4
10/7/2018,2018,10,October,Sunday,Fall,Q4
10/8/2018,2018,10,October,Monday,Fall,Q4
10/9/2018,2018,10,October,Tuesday,Fall,Q4
10/10/2018,2018,10,October,Wednesday,Fall,Q4
10/11/2018,2018,10,October,Thursday,Fall,Q4
10/12/2018,2018,10,October,Friday,Fall,Q4
10/13/2018,2018,10,October,Saturday,Fall,Q4
10/14/2018,2018,10,October,Sunday,Fall,Q4
10/15/2018,2018,10,October,Monday,Fall,Q4
10/16/2018,2018,10,October,Tuesday,Fall,Q4
10/17/2018,2018,10,October,Wednesday,Fall,Q4
10/18/2018,2018,10,October,Thursday,Fall,Q4
10/19/2018,2018,10,October,Friday,Fall,Q4
10/20/2018,2018,10,October,Saturday,Fall,Q4
10/21/2018,2018,10,October,Sunday,Fall,Q4
10/22/2018,2018,10,October,Monday,Fall,Q4
10/23/2018,2018,10,October,Tuesday,Fall,Q4
10/24/2018,2018,10,October,Wednesday,Fall,Q4
10/25/2018,2018,10,October,Thursday,Fall,Q4
10/26/2018,2018,10,October,Friday,Fall,Q4
10/27/2018,2018,10,October,Saturday,Fall,Q4
10/28/2018,2018,10,October,Sunday,Fall,Q4
10/29/2018,2018,10,October,Monday,Fall,Q4
10/30/2018,2018,10,October,Tuesday,Fall,Q4
10/31/2018,2018,10,October,Wednesday,Fall,Q4
11/1/2018,2018,11,November,Thursday,Fall,Q4
11/2/2018,2018,11,November,Friday,Fall,Q4
11/3/2018,2018,11,November,Saturday,Fall,Q4
11/4/2018,2018,11,November,Sunday,Fall,Q4
11/5/2018,2018,11,November,Monday,Fall,Q4
11/6/2018,2018,11,November,Tuesday,Fall,Q4
11/7/2018,2018,11,November,Wednesday,Fall,Q4
11/8/2018,2018,11,November,Thursday,Fall,Q4
11/9/2018,2018,11,November,Friday,Fall,Q4
11/10/2018,2018,11,November,Saturday,Fall,Q4
11/11/2018,2018,11,November,Sunday,Fall,Q4
11/12/2018,2018,11,November,Monday,Fall,Q4
11/13/2018,2018,11,November,Tuesday,Fall,Q4
11/14/2018,2018,11,November,Wednesday,Fall,Q4
11/15/2018,2018,11,November,Thursday,Fall,Q4
11/16/2018,2018,11,November,Friday,Fall,Q4
11/17/2018,2018,11,November,Saturday,Fall,Q4
11/18/2018,2018,11,November,Sunday,Fall,Q4
11/19/2018,2018,11,November,Monday,Fall,Q4
11/20/2018,2018,11,November,Tuesday,Fall,Q4
11/21/2018,2018,11,November,Wednesday,Fall,Q4
11/22/2018,2018,11,November,Thursday,Fall,Q4
11/23/2018,2018,11,November,Friday,Fall,Q4
11/24/2018,2018,11,November,Saturday,Fall,Q4
11/25/2018,2018,11,November,Sunday,Fall,Q4
11/26/2018,2018,11,November,Monday,Fall,Q4
11/27/2018,2018,11,November,Tuesday,Fall,Q4
11/28/2018,2018,11,November,Wednesday,Fall,Q4
11/29/2018,2018,11,November,Thursday,Fall,Q4
11/30/2018,2018,11,November,Friday,Fall,Q4
12/1/2018,2018,12,December,Saturday,Winter,Q4
12/2/2018,2018,12,December,Sunday,Winter,Q4
12/3/2018,2018,12,December,Monday,Winter,Q4
12/4/2018,2018,12,December,Tuesday,Winter,Q4
12/5/2018,2018,12,December,Wednesday,Winter,Q4
12/6/2018,2018,12,December,Thursday,Winter,Q4
12/7/2018,2018,12,December,Friday,Winter,Q4
12/8/2018,2018,12,December,Saturday,Winter,Q4
12/9/2018,2018,12,December,Sunday,Winter,Q4
12/10/2018,2018,12,December,Monday,Winter,Q4
12/11/2018,2018,12,December,Tuesday,Winter,Q4
12/12/2018,2018,12,December,Wednesday,Winter,Q4
12/13/2018,2018,12,December,Thursday,Winter,Q4
12/14/2018,2018,12,December,Friday,Winter,Q4
12/15/2018,2018,12,December,Saturday,Winter,Q4
12/16/2018,2018,12,December,Sunday,Winter,Q4
12/17/2018,2018,12,December,Monday,Winter,Q4
12/18/2018,2018,12,December,Tuesday,Winter,Q4
12/19/2018,2018,12,December,Wednesday,Winter,Q4
12/20/2018,2018,12,December,Thursday,Winter,Q4
12/21/2018,2018,12,December,Friday,Winter,Q4
12/22/2018,2018,12,December,Saturday,Winter,Q4
12/23/2018,2018,12,December,Sunday,Winter,Q4
12/24/2018,2018,12,December,Monday,Winter,Q4
12/25/2018,2018,12,December,Tuesday,Winter,Q4
12/26/2018,2018,12,December,Wednesday,Winter,Q4
12/27/2018,2018,12,December,Thursday,Winter,Q4
12/28/2018,2018,12,December,Friday,Winter,Q4
12/29/2018,2018,12,December,Saturday,Winter,Q4
12/30/2018,2018,12,December,Sunday,Winter,Q4
12/31/2018,2018,12,December,Monday,Winter,Q4
